generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
320000,1544,1629-3,0,0.0692207,0.013126,0.00775485,0
321000,1544,1629-3,0,0.295035,-0.0281388,0.108719,0
322000,1544,1629-3,0,0.0913763,0.0323344,0.0374755,0
323000,1544,1629-3,0,0.132261,0.00771385,0.00259274,0
324000,1544,1629-3,0,0.223435,-0.0189088,0.0423733,0
325000,1544,1629-3,0,0.116124,0.0453621,0.0910661,0
326000,1544,1629-3,0,0.211102,-0.0299249,0.0666362,0
327000,1544,1629-3,0,0.0944706,0.0156084,0.0315617,0
328000,1544,1629-3,0,0.211197,-0.0209535,0.0292848,0
329000,1544,1629-3,0,0.284902,-0.0301463,0.0105301,0
330000,1544,1629-3,0,0.116399,-0.00685361,0.000382927,0
331000,1544,1629-3,0,0.0675904,0.0753777,0.00266719,0
332000,1544,1629-3,0,0.152928,-0.0124534,0.00349007,0
333000,1544,1629-3,0,0.0698316,0.0655883,0.0230731,0
334000,1544,1629-3,0,0.107134,0.00646838,0.0137684,0
335000,1544,1629-3,0,0.20356,-0.0258575,0.00730245,0
336000,1544,1629-3,0,0.160234,-0.00241301,0.0430242,0
337000,1544,1629-3,0,0.0811957,0.0500195,0.00808996,0
338000,1544,1629-3,0,0.337451,-0.0378551,0.0728401,0
339000,1544,1629-3,0,0.232335,-0.0241987,0.0127975,0
340000,1544,1629-3,0,0.251534,-0.0412178,0.0383055,0
340000,1555,NA,23.7349,0.202634,0.0687059,0.0986962,0
341000,1544,1629-3,0,0.271687,-0.0278447,0.0358755,0
342000,1544,1629-3,0,0.0880858,0.038817,0.0265438,0
343000,1544,1629-3,0,0.063279,0.0952964,0.0102114,0
344000,1544,1629-3,0,0.0519288,0.0725265,0.0196575,0
344000,1625-u,NA,19.6584,0.0316158,0.0172902,0.268846,0
345000,1544,1629-3,0,0.127375,-0.00342818,0.0408829,0
346000,1544,1629-3,0,0.231456,-0.0426922,0.00588944,0
347000,1544,1629-3,0,0.150071,0.000790031,0.0568309,0
348000,1544,1629-3,0,0.14521,-0.0236065,0.0122093,0
348000,1597-2,1572-2,22.8563,0.409598,0.0439538,0.0778926,0
349000,1544,1629-3,0,0.0595185,0.0583357,0.0281117,0
350000,1544,1629-3,0,0.317798,-0.0402993,0.0673701,0
351000,1544,1629-3,0,0.0979438,0.00504389,0.0275033,0
352000,1544,1629-3,0,0.593757,-0.051746,0.207681,0
353000,1544,1629-3,0,0.305641,-0.0333602,0.0493505,0
354000,1544,1629-3,0,0.266509,-0.0234357,0.10483,0
355000,1544,1629-3,0,0.285371,-0.0171968,0.126563,0
355000,1594-2,NA,24.7173,0.239127,-0.00992097,0.357602,0
356000,1544,1629-3,0,0.277082,-0.0277156,0.0703296,0
357000,1544,1629-3,0,0.130188,0.00596972,0.0465218,0
358000,1544,1629-3,0,0.116088,0.00561322,0.000224658,0
359000,1544,1629-3,0,0.210027,-0.0307172,0.0368156,0
360000,1544,1629-3,0,0.139733,-0.00892885,0.00929457,0
361000,1544,1629-3,0,0.169133,-0.0203696,0.00183175,0
362000,1544,1629-3,0,0.210205,-0.0159947,0.0490124,0
363000,1544,1629-3,0,0.386438,-0.0472155,0.0746163,0
364000,1544,1629-3,0,0.256969,-0.0281807,0.0392168,0
365000,1544,1629-3,0,0.132074,0.00240133,0.0466701,0
366000,1544,1629-3,0,0.217836,-0.017436,0.0455621,0
